50,50,0.39747,0.29256
50,60,0.49565,0.34364
50,70,0.47427,0.32665
50,80,0.50752,0.35503
50,90,0.41251,0.30762
50,100,0.47189,0.32597
50,110,0.49327,0.34544
50,120,0.5867,0.38567
50,130,0.49089,0.34314
50,140,0.38638,0.2959
50,150,0.40063,0.29489
50,160,0.4711,0.32429
50,170,0.42201,0.30494
50,180,0.53048,0.36308
50,190,0.45527,0.31156
50,200,0.42676,0.3045
50,210,0.50198,0.34353
50,220,0.49406,0.34091
50,230,0.53919,0.36828
50,240,0.39509,0.29471
50,250,0.60728,0.39457
60,50,0.49089,0.34082
60,60,0.40934,0.29881
60,70,0.52811,0.36068
60,80,0.41964,0.30286
60,90,0.47823,0.33991
60,100,0.39588,0.28415
60,110,0.44022,0.3135
60,120,0.48931,0.34195
60,130,0.37451,0.28633
60,140,0.50515,0.35175
60,150,0.45447,0.32563
60,160,0.55899,0.36722
60,170,0.57482,0.38062
60,180,0.39667,0.28708
60,190,0.55028,0.37602
60,200,0.52732,0.36148
60,210,0.50594,0.35255
60,220,0.41172,0.30252
60,230,0.49248,0.34308
60,240,0.44972,0.32038
60,250,0.48219,0.3416
70,50,0.54711,0.36692
70,60,0.39509,0.29387
70,70,0.43705,0.31336
70,80,0.43864,0.30381
70,90,0.48773,0.33449
70,100,0.4521,0.32007
70,110,0.40776,0.29867
70,120,0.5384,0.3648
70,130,0.48139,0.33585
70,140,0.47268,0.33284
70,150,0.49723,0.33549
70,160,0.48139,0.34095
70,170,0.46556,0.33076
70,180,0.4616,0.3337
70,190,0.47189,0.33429
70,200,0.47981,0.34245
70,210,0.39272,0.29311
70,220,0.52257,0.36018
70,230,0.56532,0.37735
70,240,0.51623,0.36305
70,250,0.50752,0.33949
80,50,0.44893,0.31617
80,60,0.51386,0.35202
80,70,0.42755,0.31369
80,80,0.49881,0.34365
80,90,0.56928,0.3808
80,100,0.40143,0.29681
80,110,0.42676,0.3133
80,120,0.40776,0.30234
80,130,0.48931,0.34396
80,140,0.4331,0.31343
80,150,0.4331,0.31174
80,160,0.41489,0.30153
80,170,0.50911,0.35534
80,180,0.50277,0.34471
80,190,0.48694,0.33839
80,200,0.43468,0.30784
80,210,0.48298,0.33945
80,220,0.44972,0.32129
80,230,0.46635,0.33312
80,240,0.47585,0.33324
80,250,0.48535,0.34143
90,50,0.48377,0.33879
90,60,0.57086,0.36971
90,70,0.49248,0.34082
90,80,0.56611,0.38094
90,90,0.47427,0.33677
90,100,0.52969,0.35171
90,110,0.44101,0.31547
90,120,0.43547,0.3172
90,130,0.51148,0.35348
90,140,0.48773,0.34256
90,150,0.50515,0.34873
90,160,0.44735,0.32278
90,170,0.47348,0.32821
90,180,0.43547,0.31582
90,190,0.43705,0.31837
90,200,0.36896,0.28211
90,210,0.46556,0.32387
90,220,0.52098,0.35389
90,230,0.4323,0.31502
90,240,0.40855,0.2996
90,250,0.43864,0.31835
100,50,0.44101,0.30691
100,60,0.41251,0.30443
100,70,0.47664,0.3373
100,80,0.42518,0.31294
100,90,0.42359,0.30755
100,100,0.60728,0.40143
100,110,0.51227,0.34336
100,120,0.46873,0.3314
100,130,0.51861,0.35834
100,140,0.49327,0.35745
100,150,0.41251,0.30127
100,160,0.50119,0.34112
100,170,0.50356,0.3397
100,180,0.49881,0.33774
100,190,0.39034,0.28901
100,200,0.50752,0.34835
100,210,0.51069,0.35321
100,220,0.38401,0.28545
100,230,0.4806,0.33112
100,240,0.39905,0.29841
100,250,0.44339,0.32542
110,50,0.46318,0.32735
110,60,0.38797,0.297
110,70,0.47031,0.33688
110,80,0.43785,0.31734
110,90,0.54473,0.36498
110,100,0.45051,0.31429
110,110,0.52732,0.35997
110,120,0.57324,0.37483
110,130,0.42993,0.31087
110,140,0.53603,0.36719
110,150,0.4323,0.31916
110,160,0.45606,0.32936
110,170,0.53286,0.36387
110,180,0.43151,0.31319
110,190,0.56532,0.37998
110,200,0.49723,0.34224
110,210,0.50435,0.34279
110,220,0.48614,0.34097
110,230,0.31908,0.25485
110,240,0.41884,0.30618
110,250,0.47268,0.33567
120,50,0.53048,0.36168
120,60,0.45527,0.32662
120,70,0.51465,0.35516
120,80,0.41568,0.30322
120,90,0.39351,0.29349
120,100,0.51148,0.34994
120,110,0.4133,0.30529
120,120,0.5004,0.35304
120,130,0.41726,0.31099
120,140,0.41251,0.30637
120,150,0.41647,0.30508
120,160,0.51306,1.2675
120,170,0.49723,0.3402
120,180,0.51861,1.2689
120,190,0.41964,0.30554
120,200,0.40301,0.30016
120,210,0.4426,0.31736
120,220,0.45131,0.32307
120,230,0.48139,0.32405
120,240,0.44893,0.32592
120,250,0.42439,0.31506
130,50,0.46081,0.31758
130,60,0.61362,0.40173
130,70,0.52415,0.35948
130,80,0.56215,0.36938
130,90,0.47427,0.33265
130,100,0.46477,0.3243
130,110,0.48535,0.33989
130,120,0.43072,0.32001
130,130,0.41647,0.31098
130,140,0.3943,0.29401
130,150,0.42914,0.30482
130,160,0.49802,0.34167
130,170,0.39034,0.28467
130,180,0.45764,0.33481
130,190,0.39747,0.29134
130,200,0.45368,0.32592
130,210,0.43547,0.31575
130,220,0.46002,0.32973
130,230,0.41172,0.30541
130,240,0.46873,0.33518
130,250,0.42676,0.31285
140,50,0.41726,0.30181
140,60,0.43072,0.31196
140,70,0.57086,0.37701
140,80,0.43785,0.32237
140,90,0.51069,0.35704
140,100,0.48377,0.33668
140,110,0.49248,0.34993
140,120,0.53286,0.36272
140,130,0.45051,0.32351
140,140,0.53761,0.36131
140,150,0.45289,0.32629
140,160,0.54473,0.36125
140,170,0.5479,0.37419
140,180,0.44181,0.31043
140,190,0.41013,0.30181
140,200,0.52336,0.35411
140,210,0.4616,0.32429
140,220,0.49089,0.34092
140,230,0.45606,0.32663
140,240,0.47189,0.33772
140,250,0.55661,0.37533
150,50,0.48773,0.34391
150,60,0.35075,0.27057
150,70,0.46635,0.3353
150,80,0.48456,0.3378
150,90,0.49644,0.3414
150,100,0.40776,0.2946
150,110,0.4711,0.32503
150,120,0.40934,0.303
150,130,0.50594,1.257
150,140,0.50198,0.3557
150,150,0.65954,1.3439
150,160,0.52652,0.35474
150,170,0.55424,0.37234
150,180,0.45051,0.31994
150,190,0.52257,0.36238
150,200,0.43705,0.3199
150,210,0.46397,0.32991
150,220,0.49644,0.34915
150,230,0.43943,0.31314
150,240,0.50752,0.35935
150,250,0.4996,0.35208
160,50,0.46556,0.32847
160,60,0.3658,0.2782
160,70,0.41489,0.30315
160,80,0.48456,0.33695
160,90,0.42359,0.30963
160,100,0.47585,0.33472
160,110,0.4901,0.34216
160,120,0.52177,0.3611
160,130,0.38638,0.28902
160,140,0.54632,0.3643
160,150,0.41093,0.30431
160,160,0.43626,0.32119
