50,0.52969,0.35229
60,0.36738,0.27539
70,0.38955,0.28889
80,0.45685,0.33336
90,0.4038,0.29687
100,0.4521,0.32508
110,0.39667,0.28722
120,0.45131,0.32148
130,0.38717,0.29451
140,0.42359,0.31674
150,0.48456,0.34107
160,0.39747,0.28889
170,0.44339,0.32354
180,0.4323,0.3146
190,0.39984,0.29759
200,0.42043,0.30925
210,0.43389,0.33002
220,0.40459,0.2922
230,0.46635,0.3228
240,0.42518,0.30103
250,0.37926,0.2833
