50,0.30562,0.26058
60,0.31037,0.26899
70,0.40063,0.30878
80,0.32937,0.27938
90,0.30641,0.25221
100,0.2882,0.25685
110,0.31829,0.27569
120,0.34996,0.30685
130,0.2692,0.25431
140,0.20744,0.22645
150,0.31354,0.2706
160,0.16944,0.18115
170,0.28662,0.27036
180,0.20823,0.23313
190,0.20903,0.24324
200,0.31908,0.30959
210,0.19398,0.24446
220,0.18844,0.20806
230,0.23911,0.24888
240,0.19161,0.22462
250,0.26207,0.29102
