50,50,50,0.43468,0.31714
50,50,100,0.57482,0.39028
50,50,150,0.47189,0.33105
50,50,200,0.44893,0.33054
50,50,250,0.44893,0.34249
50,100,50,0.41172,0.30165
50,100,100,0.47189,0.34132
50,100,150,0.39113,0.30086
50,100,200,0.36105,0.2942
50,100,250,0.45527,0.34772
50,150,50,0.34442,0.26019
50,150,100,0.41884,0.31121
50,150,150,0.52732,0.36892
50,150,200,0.40697,0.3175
50,150,250,0.29137,0.25023
50,200,50,0.48219,0.34211
50,200,100,0.46952,0.34002
50,200,150,0.42122,0.31489
50,200,200,0.33571,0.28391
50,200,250,0.34125,0.28251
50,250,50,0.4711,0.33258
50,250,100,0.49406,0.34714
50,250,150,0.30325,0.25962
50,250,200,0.35075,0.28321
50,250,250,0.53286,0.384
100,50,50,0.5194,0.36776
100,50,100,0.43864,0.32256
100,50,150,0.39826,0.30496
100,50,200,0.55107,0.38922
100,50,250,0.43626,0.32316
100,100,50,0.43547,0.31406
100,100,100,0.44181,0.32884
100,100,150,0.37609,0.28901
100,100,200,0.37213,0.30273
100,100,250,0.39747,0.31533
100,150,50,0.52098,0.35712
100,150,100,0.4426,0.32258
100,150,150,0.42122,0.31323
100,150,200,0.37134,0.31016
100,150,250,0.36025,0.29893
100,200,50,0.56532,0.37986
100,200,100,0.39509,0.29349
100,200,150,0.50119,0.34836
100,200,200,0.31275,0.25168
100,200,250,0.36659,0.3071
100,250,50,0.48219,0.34177
100,250,100,0.4426,0.31799
100,250,150,0.36975,0.29247
100,250,200,0.39192,0.30267
100,250,250,0.20507,0.1919
150,50,50,0.48852,0.33862
150,50,100,0.35075,0.27835
150,50,150,0.43389,0.31625
150,50,200,0.45368,0.33214
150,50,250,0.43626,0.33232
150,100,50,0.54869,0.36955
150,100,100,0.43864,0.31285
150,100,150,0.2985,0.25512
150,100,200,0.3658,0.29006
150,100,250,0.28424,0.24906
150,150,50,0.49644,0.34521
150,150,100,0.37292,0.29243
150,150,150,0.41409,0.30976
150,150,200,0.37292,0.29291
150,150,250,0.30641,0.26992
150,200,50,0.3753,0.2865
150,200,100,0.45922,0.32249
150,200,150,0.32621,0.26583
150,200,200,0.34917,0.28322
150,200,250,0.2597,0.24359
150,250,50,0.54553,0.37235
150,250,100,0.43864,0.32406
150,250,150,0.49802,0.35892
150,250,200,0.34442,0.28247
150,250,250,0.30483,0.26215
200,50,50,0.45131,0.3169
200,50,100,0.61758,0.40713
200,50,150,0.41726,0.32038
200,50,200,0.38638,0.29975
200,50,250,0.31433,0.26947
200,100,50,0.53127,0.35877
200,100,100,0.38876,0.2942
200,100,150,0.38401,0.29534
200,100,200,0.43626,0.32707
200,100,250,0.34996,0.27747
200,150,50,0.43943,0.31378
200,150,100,0.39826,0.29371
200,150,150,0.27474,0.2358
200,150,200,0.41964,0.32823
200,150,250,0.35234,0.29973
200,200,50,0.37767,0.28544
200,200,100,0.48852,0.34931
200,200,150,0.34204,0.26824
200,200,200,0.32383,0.26489
200,200,250,0.27633,0.2522
200,250,50,0.5004,0.35688
200,250,100,0.34917,0.26294
200,250,150,0.32779,0.2653
200,250,200,0.44181,0.32216
200,250,250,0.32383,0.28232
250,50,50,0.52177,0.3511
250,50,100,0.49881,0.34267
250,50,150,0.35946,0.28068
250,50,200,0.43943,0.34319
250,50,250,0.53998,0.37896
250,100,50,0.46793,0.32095
250,100,100,0.47823,0.33833
250,100,150,0.35629,0.28689
250,100,200,0.33175,0.27198
250,100,250,0.34917,0.28045
250,150,50,0.36105,0.27886
250,150,100,0.37451,0.28743
250,150,150,0.38321,0.29385
250,150,200,0.33254,0.26735
250,150,250,0.40776,0.32506
250,200,50,0.3753,0.28782
250,200,100,0.42597,0.32457
250,200,150,0.34125,0.27028
250,200,200,0.35471,0.29939
250,200,250,0.35788,0.30008
250,250,50,0.45764,0.33064
250,250,100,0.39034,0.30312
250,250,150,0.38797,0.29637
250,250,200,0.31354,0.26521
250,250,250,0.29533,0.26129
