50,50,0.35154,0.26905
50,60,0.36105,0.28557
50,70,0.44814,0.3227
50,80,0.37609,0.29424
50,90,0.44814,0.33081
50,100,0.43864,0.342
50,110,0.38876,0.31002
50,120,0.33175,0.26869
50,130,0.38797,0.30472
50,140,0.27474,0.23277
50,150,0.22724,0.22014
50,160,0.29612,0.25661
50,170,0.33888,0.28659
50,180,0.28741,0.2589
50,190,0.22882,0.2122
50,200,0.33333,0.28326
50,210,0.24466,0.23502
50,220,0.38084,0.31095
50,230,0.29375,0.27502
50,240,0.2977,0.27669
50,250,0.24782,0.25076
60,50,0.42835,0.31547
60,60,0.4133,0.30359
60,70,0.4426,0.32025
60,80,0.30483,0.25913
60,90,0.3848,0.30202
60,100,0.33571,0.26701
60,110,0.32146,0.26577
60,120,0.31433,0.26611
60,130,0.27791,0.2436
60,140,0.41647,0.33441
60,150,0.27316,0.23547
60,160,0.27553,0.24312
60,170,0.2692,0.2445
60,180,0.25891,0.23032
60,190,0.327,0.27646
60,200,0.19319,0.20839
60,210,0.32621,0.28246
60,220,0.32304,0.27705
60,230,0.28741,0.27329
60,240,0.30325,0.28592
60,250,0.36896,0.32726
70,50,0.41251,0.30604
70,60,0.37767,0.28334
70,70,0.30008,0.25374
70,80,0.31512,0.25616
70,90,0.42676,0.32004
70,100,0.39588,0.29482
70,110,0.34679,0.27757
70,120,0.44497,0.34153
70,130,0.32858,0.26873
70,140,0.37371,0.29508
70,150,0.28345,0.25874
70,160,0.36105,0.28777
70,170,0.27553,0.25267
70,180,0.26524,0.2398
70,190,0.22169,0.20683
70,200,0.34125,0.29482
70,210,0.39588,0.34745
70,220,0.47031,0.36638
70,230,0.40855,0.34866
70,240,0.30641,0.28945
70,250,0.24545,0.23871
80,50,0.35867,0.27146
80,60,0.38084,0.28878
80,70,0.36025,0.28788
80,80,0.43547,0.32973
80,90,0.33096,0.27314
80,100,0.36342,0.2918
80,110,0.36817,0.29093
80,120,0.36263,0.28756
80,130,0.26207,0.24044
80,140,0.36342,0.28868
80,150,0.44181,0.33915
80,160,0.33888,0.28345
80,170,0.46002,0.35945
80,180,0.40459,0.3246
80,190,0.23515,0.21845
80,200,0.28187,0.24617
80,210,0.40776,0.34033
80,220,0.308,0.27254
80,230,0.23674,0.22495
80,240,0.33096,0.28266
80,250,0.22169,0.23404
90,50,0.40618,0.30197
90,60,0.38401,0.27738
90,70,0.37688,0.29472
90,80,0.39272,0.29846
90,90,0.34521,0.27335
90,100,0.37609,0.30617
90,110,0.35075,0.28522
90,120,0.37846,0.30091
90,130,0.31829,0.26554
90,140,0.43626,0.32666
90,150,0.32858,0.28321
90,160,0.34046,0.28379
90,170,0.2209,0.21534
90,180,0.25812,0.23974
90,190,0.24545,0.23765
90,200,0.29612,0.26442
90,210,0.28662,0.26071
90,220,0.26603,0.24462
90,230,0.24545,0.23546
90,240,0.19319,0.20384
90,250,0.25416,0.24344
100,50,0.41884,0.30789
100,60,0.42122,0.30718
100,70,0.36105,0.27004
100,80,0.46556,0.33379
100,90,0.36896,0.28796
100,100,0.28583,0.24927
100,110,0.29612,0.25136
100,120,0.34204,0.27843
100,130,0.38876,0.30043
100,140,0.22249,0.21274
100,150,0.25337,0.2312
100,160,0.35867,0.29828
100,170,0.36896,0.30717
100,180,0.2977,0.27243
100,190,0.28899,0.2613
100,200,0.26128,0.24538
100,210,0.23595,0.23966
100,220,0.22249,0.21431
100,230,0.25732,0.25822
100,240,0.44735,0.38352
100,250,0.18527,0.19645
110,50,0.44576,0.32275
110,60,0.37926,0.29164
110,70,0.38005,0.29917
110,80,0.38955,0.2891
110,90,0.3848,0.29325
110,100,0.32383,0.25768
110,110,0.49881,0.37332
110,120,0.51069,0.39204
110,130,0.29295,0.25103
110,140,0.34442,0.2782
110,150,0.19082,0.19635
110,160,0.35075,0.29498
110,170,0.31354,0.28109
110,180,0.26049,0.23783
110,190,0.17894,0.19473
110,200,0.36184,0.31261
110,210,0.32542,0.28439
110,220,0.27395,0.25013
