176.26,52.374,445.19,7108.4,172.26,-0.13925,-351.46,360.23,13497,2.9609,2.3205,6.3226,4.5702,7.312,0.59344,6.6442,0.012195,-0.26055,0.69666,0.026652,-0.012268,0.083862,-0.37356,0.41494,0.02753,0.057067,0.00043626,-0.22146,0.28792,0.0064407,-0.00015443,-0.21283,-0.58384,0.17181,0.0299,-0.25209,0.00014297,-0.22652,0.20156,0.0086194,0.0018893,-0.23835,-0.70966,0.30885,0.047045,-0.25343,0.00067396,-0.41977,0.46494,0.015828,-0.0037734,-0.47798,-1.2253,0.066583,0.065382,-0.45004,-0.00065314,-0.35616,0.30707,0.01506,0.019067,-0.33855,-0.82958,0.1183,0.052514,-0.29204,-0.0012615,-0.34951,0.25646,0.016184,0.013989,-0.27292,-0.63368,0.19523,0.027046,-0.29586,0.0021283,-0.45566,0.26774,0.016994,0.0031409,-0.32141,-0.86173,0.060232,0.054382,-0.30567,-0.0025436,-0.54916,0.32518,0.020105,0.0028106,-0.11849,-0.5204,0.2763,0.028575,-0.10702,0.002579,-0.25782,0.3222,0.017831,-0.00019633,-0.042562,-0.5078,0.42453,0.051113,-0.067662,0.00030818,-0.43198,0.34762,0.017433,-0.01036,0.092134,-0.23136,0.74387,0.023122,0.075518,-0.00011497,-0.30341,0.25708,0.013462,-0.00013164,0.09652,-0.2413,0.49082,0.030064,0.079779,-0.00088398,-0.29191,0.37944,0.021123,-0.00047794,0.069895,-0.29992,0.39917,0.019092,0.079013,0.0004534,-0.3648,0.3741,0.022402,0.0013746,1
171.78,52.174,432.43,3076.7,174.55,0.60091,-327.18,310.37,5205.5,0.11835,4.0222,6.5942,4.2864,7.3765,0.33845,6.7292,0.019012,-0.39949,1.4151,0.046463,-0.030565,0.068553,-0.58141,0.37398,0.040079,0.11339,0.002059,-0.3814,0.25545,0.0071194,0.010393,-0.42272,-0.82093,0.26514,0.054402,-0.46278,-0.0026222,-0.36089,0.26544,0.011254,-0.0079307,-0.1191,-0.68523,0.2998,0.042025,-0.10824,0.00049084,-0.37174,0.43019,0.018195,0.011248,-0.44113,-0.86322,0.064211,0.058353,-0.47119,-0.0013141,-0.46865,0.28112,0.012716,0.0012891,-0.27026,-0.82779,0.25194,0.042566,-0.25694,0.00023483,-0.36508,0.3691,0.015451,-0.0043685,-0.42996,-0.8494,0.11428,0.023044,-0.43453,-0.0053063,-0.33582,0.37531,0.01719,-0.0096347,-0.23101,-0.59302,0.053529,0.019847,-0.21175,-0.0012779,-0.35696,0.27391,0.014692,0.00054743,-0.10538,-0.63849,0.29376,0.034607,-0.11579,0.0027188,-0.3278,0.30452,0.015194,-0.0080076,-0.083464,-0.7892,0.49755,0.051843,-0.05936,0.0015031,-0.44308,0.49031,0.026607,0.01177,0.19752,-0.33799,0.67176,0.036238,0.2072,0.0022035,-0.43018,0.3458,0.022839,0.0090641,-0.039119,-0.36249,0.31065,0.017588,-0.025234,-0.0053252,-0.38679,0.45342,0.017019,-0.0035721,0.054974,-0.2606,0.3781,0.018774,0.041273,-0.0012278,-0.37368,0.31514,0.015086,-0.003283,1
174.97,56.135,442.15,5827.3,168.86,0.91206,-316.24,365.6,7938.5,-0.0090503,4.1111,6.3917,4.1575,7.2662,0.84732,6.715,0.016088,-0.35051,1.19,0.034624,-0.014678,0.059195,-0.55533,0.372,0.028039,0.069391,0.0029772,-0.2923,0.33146,0.0060716,0.0054502,-0.40317,-0.97815,0.039268,0.051153,-0.40746,-0.002399,-0.43728,0.2076,0.0097701,0.011202,-0.12272,-0.75065,0.27159,0.041992,-0.15845,0.0010223,-0.47879,0.2352,0.013183,0.011837,-0.40585,-0.80003,0.096595,0.063731,-0.41359,-0.0061199,-0.40279,0.22133,0.0093176,-0.0028641,-0.233,-0.86316,0.35602,0.056678,-0.22295,0.0015722,-0.31073,0.38074,0.01428,0.0016146,-0.31987,-0.93885,0.32619,0.053935,-0.33113,-0.0020573,-0.32538,0.34656,0.01352,-0.012813,-0.13069,-0.51268,0.21554,0.024307,-0.12069,-0.0014011,-0.31033,0.32662,0.013465,0.00013338,-0.12427,-0.54702,0.20247,0.021795,-0.10677,0.00011077,-0.38792,0.29907,0.014674,-0.0065163,-0.16656,-0.42089,0.13378,0.016099,-0.15034,-0.0015681,-0.34429,0.2701,0.01218,0.0016556,0.11165,-0.28049,0.67641,0.030184,0.11576,0.0029218,-0.30051,0.39573,0.018155,-0.01215,-0.045794,-0.45263,0.34999,0.024983,-0.052711,-0.0018555,-0.4614,0.30191,0.017809,0.0057351,0.039182,-0.65268,0.46256,0.028078,0.048292,-0.00038994,-0.37485,0.31507,0.017342,0.0018161,1
189.56,55.172,439.34,2901.6,185.28,-0.46508,-226.54,326.62,4282.4,-0.61603,5.6154,6.2558,4.4597,7.3521,0.7862,6.6204,0.018363,-0.31383,0.70796,0.018601,0.0051803,0.076958,-0.53713,0.44333,0.041378,0.11628,0.0023147,-0.16964,0.20676,0.0045829,0.0055001,-0.30307,-0.711,0.49094,0.048491,-0.32717,-0.0012697,-0.2744,0.21867,0.0080584,0.0016566,-0.16533,-0.60194,0.41597,0.049892,-0.17082,-0.001254,-0.33805,0.39073,0.01184,0.012209,-0.37537,-0.98363,0.076045,0.05929,-0.36666,-0.0019827,-0.37362,0.29422,0.015476,0.0087278,-0.2799,-0.66557,0.20053,0.027796,-0.28475,0.0029252,-0.24876,0.29993,0.012607,0.0078355,-0.27582,-0.71366,0.10426,0.036613,-0.26313,0.0010238,-0.33249,0.28894,0.015238,-0.01991,-0.27325,-0.68453,0.32046,0.036999,-0.28584,-0.0048367,-0.34143,0.28411,0.015734,0.0020568,-0.15994,-0.71433,0.34644,0.036044,-0.13768,0.0010911,-0.32119,0.31027,0.016535,0.00098628,-0.10972,-0.61836,0.36227,0.038204,-0.096628,-0.0014245,-0.30286,0.34028,0.017823,-0.0099686,0.23563,-0.26557,0.87411,0.061241,0.28051,0.0028046,-0.33698,0.39385,0.020897,-0.0080884,-0.056968,-0.61158,0.27112,0.029813,-0.022956,-0.0010047,-0.27888,0.26873,0.01581,0.011512,-0.040471,-0.32643,0.36527,0.016789,-0.047127,-0.0027583,-0.34436,0.31135,0.017804,0.0052172,1
160.75,52.459,440.37,3328.3,167.2,0.8658,-294.47,316.43,5443.4,-0.11182,4.8286,6.0806,4.0624,7.0324,0.91514,6.4706,0.021485,-0.19087,0.55197,0.023231,-0.026165,0.11888,-0.32671,0.41841,0.032544,0.16815,0.0018159,-0.31728,0.24639,0.0069925,0.0063948,-0.34049,-0.76078,0.1832,0.054171,-0.36731,-0.0028701,-0.32231,0.35062,0.01031,0.0096051,-0.037489,-0.56505,0.59802,0.080416,-0.1134,-0.00081588,-0.42669,0.32977,0.014786,-0.0019959,-0.37602,-1.0591,0.16556,0.056723,-0.36258,-0.0054915,-0.33182,0.28357,0.014994,-0.0017442,-0.34483,-0.71157,0.11867,0.027336,-0.34565,-0.00051874,-0.27095,0.34119,0.012895,-0.0084366,-0.20826,-0.79053,0.25265,0.044589,-0.24206,-0.0037312,-0.33334,0.32747,0.016202,-0.0065076,-0.3178,-0.8582,0.099216,0.049274,-0.29713,-0.0021182,-0.34778,0.43967,0.018909,-0.01247,-0.20417,-0.63237,0.18987,0.02992,-0.19377,-0.0018167,-0.51361,0.50315,0.021203,0.0070771,-0.072188,-0.46292,0.35624,0.027528,-0.056682,0.0014768,-0.27979,0.28782,0.013397,-0.0042031,0.19061,-0.25857,0.88853,0.06283,0.14686,0.0050291,-0.36839,0.69964,0.022793,0.0063571,-0.018019,-0.45761,0.38825,0.037461,-0.0036174,-0.0037328,-0.37569,0.29247,0.01451,-0.0019885,-0.0010448,-0.48087,0.41414,0.01997,-0.02005,0.00038379,-0.3978,0.43065,0.021487,-0.0049091,1
147.81,53.812,347.83,2481.5,159.47,0.31189,-252.65,241.18,4146.7,0,3.6471,6.1085,4.6815,7.209,0.4892,6.3527,0.011214,-0.58403,1.5316,0.041661,-0.028895,0.050496,-0.64361,0.39587,0.047533,0.11626,0.0016216,-0.33544,0.29892,0.0057264,0.0069348,-0.30079,-0.78353,0.16694,0.050325,-0.32299,-0.0023382,-0.29636,0.33193,0.0083411,-0.0032447,-0.14549,-0.74472,0.63306,0.098541,-0.17,-0.0013391,-0.28192,0.58627,0.011912,-0.0037253,-0.47003,-1.012,0.12197,0.057474,-0.51163,-0.003084,-0.58085,0.28501,0.014836,0.0034283,-0.10179,-0.5692,0.44672,0.042381,-0.10848,0.0024216,-0.39381,0.40671,0.014451,-0.0042587,-0.25243,-0.6646,0.17581,0.023443,-0.249,-0.00043453,-0.35987,0.29779,0.016929,0.0060307,-0.29813,-0.70827,0.26924,0.03962,-0.31341,-0.0023796,-0.45313,0.35491,0.020148,-0.01499,-0.035188,-0.47142,0.40884,0.047612,-0.069431,0.0033863,-0.30233,0.30849,0.014009,0.0063983,0.0012447,-0.62865,0.54614,0.048848,0.011778,0.00083618,-0.33206,0.38654,0.016366,7.9237e-05,0.058114,-0.38832,0.65651,0.039383,0.040842,0.00098212,-0.314,0.30346,0.012061,0.0058109,-0.071861,-0.49078,0.34607,0.029104,-0.068652,-0.0015414,-0.44219,0.33889,0.015308,0.0023399,-0.016376,-0.47671,0.50015,0.031948,-0.014426,0.0001541,-0.40462,0.51988,0.020561,-0.0053645,2
155.65,51.172,403.04,3085.8,152.14,-0.22067,-344.28,289.02,5767.5,-0.29304,3.5862,6.2711,4.2119,7.1331,0.47825,6.479,0.0028737,-0.28202,1.3472,0.026716,-0.021345,-0.070349,-0.61114,0.33428,0.030616,-0.075384,-8.2813e-05,-0.23437,0.36878,0.0062845,-0.0011217,-0.18927,-0.86275,0.38809,0.079345,-0.16241,-0.00036727,-0.66486,0.25691,0.0097848,0.0075762,0.012972,-0.85666,0.85987,0.13323,-0.015523,0.0014715,-0.34838,0.58303,0.012862,0.004337,-0.54481,-1.0713,0.076962,0.074056,-0.54935,-0.0015265,-0.38728,0.33233,0.012622,-0.0045779,-0.31358,-0.72976,0.12576,0.025849,-0.31672,-0.00045628,-0.50121,0.36293,0.014123,0.0019466,-0.24481,-0.74322,0.36155,0.0386,-0.26617,-0.00073648,-0.32484,0.3654,0.013261,0.00033506,-0.14369,-0.48858,0.19265,0.017962,-0.15096,-0.00068005,-0.30625,0.27552,0.013037,-0.00083024,-0.14196,-0.54917,0.64402,0.035112,-0.16565,-0.00096962,-0.37657,0.33465,0.018852,-0.003497,-0.10875,-0.4812,0.26492,0.020129,-0.10022,-0.00056109,-0.45012,0.30296,0.013832,0.0072532,0.056285,-0.43291,0.45582,0.025134,0.043878,0.002175,-0.27152,0.34168,0.01395,-0.0012923,0.0021339,-0.50125,0.34149,0.021525,0.011718,-0.00045608,-0.40392,0.39737,0.018469,-0.005008,0.055386,-0.54975,0.49431,0.027615,0.040709,0.00090254,-0.36545,0.38375,0.018594,0.011148,2
159.05,51.947,346.25,5010.7,140.44,0.85153,-265.08,280.95,8772.3,0,3.1111,6.0769,4.2632,7.0006,0.65898,6.3084,0.01141,-0.22066,0.63334,0.018893,-0.0076745,-0.071929,-0.82453,0.264,0.057032,-0.055545,-0.00084038,-0.23771,0.20994,0.0054591,-0.0039846,-0.50977,-1.0343,-0.028006,0.076089,-0.52674,-0.00087778,-0.17061,0.22271,0.0061333,0.0044671,-0.13076,-0.46584,0.16351,0.01872,-0.13841,0.0023484,-0.21853,0.24689,0.0084905,9.2401e-05,-0.48507,-0.92166,0.11236,0.078073,-0.53492,-0.0011432,-0.31083,0.32792,0.013507,-0.0035787,-0.175,-0.53918,0.11671,0.030171,-0.16004,0.0025587,-0.38552,0.31238,0.014188,-0.0018555,-0.28079,-0.85772,0.090422,0.044681,-0.26146,0.00051941,-0.44225,0.30047,0.021277,0.0097272,-0.15147,-0.62899,0.23551,0.036322,-0.13179,0.0011997,-0.27231,0.27075,0.012882,-0.013712,0.045616,-0.50092,0.493,0.05487,0.10191,0.0033481,-0.31314,0.28033,0.015819,0.010894,0.011377,-0.48057,0.60265,0.064012,0.028568,-0.0002924,-0.37187,0.32849,0.010744,-0.0034492,-0.037372,-0.42582,0.42315,0.03775,-0.053711,-0.0011172,-0.39585,0.42175,0.016364,-0.010461,-0.033461,-0.38141,0.40332,0.026147,-0.034816,-0.00029178,-0.32368,0.46845,0.019082,0.00066378,0.074884,-0.36115,0.63642,0.055254,0.029502,0.0002325,-0.33509,0.44093,0.018771,-0.012886,2
157.32,55.427,398.91,3348.3,164.67,-0.58726,-316.72,237.54,5586.7,0.54506,2.973,5.7425,4.265,7.2207,0.83325,6.0381,0.020984,-0.22794,1.545,0.049858,-0.029835,-0.22444,-0.60506,0.044648,0.020121,-0.18999,0.0011504,-0.2899,0.1904,0.0054784,0.004461,0.013314,-0.62539,0.33227,0.042769,0.052096,-0.002657,-0.43028,0.50954,0.010488,-0.0060729,0.11512,-0.31403,0.60508,0.06886,0.054184,0.0018872,-0.25504,0.61553,0.011888,0.0013076,-0.31489,-0.90872,0.095051,0.093225,-0.17425,-0.0061122,-0.37424,0.37839,0.016322,-0.0035095,-0.37036,-0.93272,-0.033346,0.055254,-0.28385,0.00029863,-0.38684,0.25849,0.013917,-0.0019801,-0.2099,-0.91438,0.15407,0.035969,-0.18138,-0.0036159,-0.56494,0.28633,0.018251,0.0078042,-0.17166,-0.58355,0.2002,0.024845,-0.13874,-0.00076985,-0.26097,0.2845,0.012816,0.0082776,-0.16462,-0.52355,0.25539,0.020664,-0.16674,0.0032096,-0.28054,0.31458,0.011798,0.0096501,-0.077527,-0.36863,0.44648,0.019998,-0.082825,0.0015203,-0.29739,0.42048,0.018241,-0.0023115,0.032608,-0.24474,0.41958,0.021518,0.0084615,0.00032137,-0.23632,0.40107,0.014519,-0.0081761,0.024186,-0.4574,0.35299,0.026312,0.043291,3.0678e-05,-0.25139,0.32169,0.015365,-0.014595,0.064951,-0.24821,0.38647,0.014764,0.050307,-0.00031437,-0.34693,0.33183,0.017219,0.010513,2
165.2,63.325,452.83,10007,141.22,-2.3791,-357.08,345.16,21206,2.1622,2,5.7186,4.3618,6.8929,0.81703,6.1609,0.037082,-0.27055,1.3891,0.045861,0.012612,-0.11974,-0.41613,0.24134,0.029949,-0.11718,0.0027085,-0.25947,0.20055,0.0062582,-0.00079456,-0.37327,-0.83549,-0.014672,0.036243,-0.34705,-0.0086994,-0.25106,0.23398,0.0079228,-0.010882,-0.23897,-0.78745,0.056216,0.049309,-0.1952,-0.0010003,-0.3275,0.28925,0.010721,-0.001429,-0.21537,-0.70462,0.052015,0.019847,-0.19952,-0.010078,-0.35562,0.17705,0.010498,0.00044634,-0.29705,-0.69915,0.014022,0.031821,-0.32355,-0.00026125,-0.46258,0.27412,0.014884,-0.015211,-0.20763,-0.48374,0.032985,0.016931,-0.19826,-0.0013971,-0.32475,0.28369,0.01369,0.0091585,-0.043022,-0.55598,0.40812,0.052596,-0.0043661,-0.0079235,-0.36665,0.36904,0.01458,-0.00058933,0.011244,-0.40466,0.33851,0.027868,0.0081493,-0.00034671,-0.32403,0.49915,0.022269,-0.0051604,-0.075397,-0.35078,0.20679,0.015905,-0.086286,-0.00011472,-0.26449,0.25176,0.013131,0.0045654,-0.13798,-0.47759,0.20996,0.031864,-0.087133,0.00098518,-0.4061,0.26498,0.017647,0.022773,0.065365,-0.31477,0.5168,0.044154,0.091298,0.00030561,-0.28407,0.35007,0.017743,0.021834,0.037256,-0.44665,0.37602,0.026447,0.038576,-0.0059223,-0.33704,0.28334,0.022239,-0.0084977,2
