176.26,52.374,445.19,7108.4,172.26,-0.13925,-351.46,360.23,13497,2.9609,2.3205,-6.8459e-05,-1,0.99997,0.045053,-6.1035e-05,9.3486e-08,-0.34634,0.36038,0.001015,0,1
171.78,52.174,432.43,3076.7,174.55,0.60091,-327.18,310.37,5205.5,0.11835,4.0222,-1.6005e-05,-1,0.99997,0.03966,6.1035e-05,-2.9489e-08,-0.35165,0.33932,0.0014854,0,1
174.97,56.135,442.15,5827.3,168.86,0.91206,-316.24,365.6,7938.5,-0.0090503,4.1111,-2.0878e-05,-1,0.99997,0.037807,0.00021362,9.4114e-10,-0.21768,0.23871,0.0010995,3.0518e-05,1
189.56,55.172,439.34,2901.6,185.28,-0.46508,-226.54,326.62,4282.4,-0.61603,5.6154,-3.4545e-05,-1,0.99997,0.041972,-6.1035e-05,-2.4156e-08,-0.56714,0.6412,0.0016616,0,1
160.75,52.459,440.37,3328.3,167.2,0.8658,-294.47,316.43,5443.4,-0.11182,4.8286,-1.3028e-05,-1,0.99997,0.037295,-0.00024414,3.1371e-10,-0.23322,0.24579,0.00059784,0,1
147.81,53.812,347.83,2481.5,159.47,0.31189,-252.65,241.18,4146.7,0,3.6471,-1.9847e-05,-0.978,0.99997,0.021129,9.1553e-05,9.0088e-09,-0.3819,0.37753,0.00080997,0,2
155.65,51.172,403.04,3085.8,152.14,-0.22067,-344.28,289.02,5767.5,-0.29304,3.5862,-2.5606e-05,-1,0.99997,0.022775,6.1035e-05,-1.257e-09,-0.38339,0.35257,0.0016319,0,2
159.05,51.947,346.25,5010.7,140.44,0.85153,-265.08,280.95,8772.3,0,3.1111,-1.4455e-05,-1,0.88348,0.016932,3.0518e-05,3.0744e-08,-0.24786,0.22803,0.00081029,0,2
157.32,55.427,398.91,3348.3,164.67,-0.58726,-316.72,237.54,5586.7,0.54506,2.973,-1.5237e-05,-0.90869,0.88376,0.013104,6.1035e-05,4.4861e-08,-0.34854,0.33633,0.0018025,0,2
165.2,63.325,452.83,10007,141.22,-2.3791,-357.08,345.16,21206,2.1622,2,-1.5227e-05,-0.59335,0.67404,0.0091228,0.00015259,2.9496e-08,-0.44452,0.43509,0.00095242,0,2
144.96,50.847,446.97,2716.1,133.7,0.95656,-350.59,374.2,4499.8,-1.0734,4.2593,-1.5231e-05,-0.68466,0.6293,0.0073085,-6.1035e-05,-1.9065e-08,-0.1929,0.20349,0.00021762,0,3
140.89,53.892,291.61,1857.1,153.58,0.36542,-165.93,200.39,2959.4,-0.33259,3.9667,-1.5267e-05,-0.60379,0.93134,0.0090899,-6.1035e-05,9.7251e-09,-0.3942,0.39441,0.00073002,0,3
252.9,52.231,292.86,2120.9,266.67,0.17857,-211.42,226.59,3380.7,-0.019449,6.9048,-1.5233e-05,-0.82428,0.87289,0.022017,3.0518e-05,7.2154e-09,-0.3634,0.36389,0.0010139,0,3
191.32,52.946,421.1,4051.5,220.25,0.31707,-342.25,293.24,5296.1,0.59086,3.902,-5.4392e-05,-1,0.99997,0.043841,3.0518e-05,3.0744e-08,-0.19995,0.21872,0.00070551,-3.0518e-05,3
199.15,52.714,448.6,4232.7,212.28,0.57502,-284.4,325.34,6168.4,0,4.0896,-8.9135e-06,-1,0.99997,0.034065,-3.0518e-05,-1.3199e-08,-0.22006,0.26636,0.00063088,-3.0518e-05,3
191.04,57.984,374.46,3974.5,218.58,-3.7222,-198.64,174.7,5225.4,-1.3298,3.2,0.00011316,-1,0.99997,0.035407,-0.00021362,-1.0666e-08,-0.35263,0.31165,0.0011774,0,4
220.03,72.289,411.47,2073.2,227.2,-0.9271,-207.03,217.52,1979.1,1.1364,7.9412,3.4419e-05,-1,0.99997,0.047398,-0.00012207,-5.7096e-08,-0.44833,0.46579,0.0022905,0,4
166.77,52.459,436.83,5619,164.95,-0.4985,-337.72,304.12,8227,-0.022168,3.0727,-3.7865e-07,-1,0.99997,0.036046,-1.5259e-05,2.8234e-08,-0.28955,0.31726,0.0013611,-3.0518e-05,4
192.99,60.66,288.04,5571.6,194.33,3.0886,-183.14,179.21,4137.9,-0.067708,4,-9.1042e-05,-1,0.99997,0.032723,9.1553e-05,4.793e-08,-0.57324,0.6004,0.0035251,0,4
160.4,70.455,331.03,2065.6,169.61,0.73326,-164.94,164.37,4147.4,-0.69797,2.65,-4.0338e-05,-1,0.99997,0.04684,0.00054932,3.011e-08,-0.46802,0.42004,0.0045346,-3.0518e-05,4
144.88,51.315,438.74,3556.4,139.1,0.24966,-326.28,335.86,6051.9,-0.078463,6.1026,-1.5279e-05,-0.77716,0.76184,0.011995,-0.00021362,-4.4206e-08,-0.16595,0.15955,0.00028321,0,5
156.07,58.751,444.44,2672.2,162.61,0.20519,-353.59,230.35,4287.6,0.012694,4.7333,-1.5271e-05,-0.95862,0.89713,0.018127,3.0518e-05,6.9766e-08,-0.43683,0.40497,0.00063185,0,5
139.64,52.381,425.89,3068.4,131.68,-0.13252,-263.52,281.32,4299.6,-0.028145,4.2063,-1.5249e-05,-0.56708,0.46765,0.0060416,0,0,-0.14841,0.14276,0.000127,0,5
122.51,59.925,213.86,985.5,127.34,0.6563,-135.06,136.27,2143,-0.31743,4.8,-1.5326e-05,-0.99768,0.83578,0.017286,9.1553e-05,-8.2957e-08,-0.15048,0.15134,0.00037371,0,5
141.15,51.179,433.3,3774.2,123.68,0.23767,-313.47,330.05,5628.1,-0.075112,4.7692,-1.5217e-05,-0.52182,0.65811,0.011971,-3.0518e-05,-2.3842e-08,-0.26581,0.26767,0.00054867,0,5
190.96,55.879,301.89,4546.2,207.63,0.41014,-209.98,246.01,7125.9,1.4564,2.8387,0.00018725,-1,0.99997,0.036773,0.00015259,-3.687e-09,-0.11987,0.14441,0.00041969,0,6
189.95,54.983,337.58,5662.7,204.7,-1.2511,-204.25,182.35,7056.1,3.1835,2.7826,8.8491e-05,-1,0.99997,0.030325,-0.00027466,-1.1552e-07,-0.39328,0.38278,0.0010721,-3.0518e-05,6
175.8,51.345,438.69,4926.5,196.72,2.4619,-199.21,217.49,5782.1,0.79731,3.0392,-1.6457e-05,-1,0.99997,0.03232,9.1553e-05,4.3292e-08,-0.15228,0.1597,0.00040757,0,6
